case_id,avg_vendor_workload
4507000266_00010,49.27272727272727
4507000268_00010,13.402777777777779
4507000268_00020,13.402777777777779
4507000272_00010,3.6470588235294117
4507000272_00040,3.6470588235294117
4507000273_00010,9.121951219512194
4507000273_00020,9.121951219512194
4507000287_00010,3.7142857142857144
4507000287_00020,3.7142857142857144
4507000318_00010,1.0
4507000341_00030,6.32258064516129
4507000341_00050,6.192771084337349
4507000353_00010,1.0625
4507000365_00010,6.105263157894737
4507000366_00010,2.1538461538461537
4507000366_00020,2.1538461538461537
4507000390_00020,1.0
4507000487_00010,1.2
4507000524_00010,29.451612903225808
4507000524_00020,29.451612903225808
4507000524_00030,34.806451612903224
4507000524_00040,29.451612903225808
4507000524_00050,29.451612903225808
4507000524_00070,29.451612903225808
4507000524_00080,29.451612903225808
4507000524_00100,29.451612903225808
4507000524_00110,29.451612903225808
4507000524_00120,29.451612903225808
4507000524_00130,29.451612903225808
4507000524_00140,29.451612903225808
4507000524_00150,29.451612903225808
4507000524_00160,29.451612903225808
4507000524_00170,29.451612903225808
4507000524_00180,29.451612903225808
4507000524_00190,29.451612903225808
4507000524_00200,29.451612903225808
4507000524_00210,29.451612903225808
4507000524_00220,29.451612903225808
4507000524_00230,29.451612903225808
4507000524_00240,29.451612903225808
4507000524_00250,29.451612903225808
4507000531_00010,33.73076923076923
4507000531_00020,33.73076923076923
4507000531_00030,33.73076923076923
4507000531_00040,33.73076923076923
4507000531_00050,33.73076923076923
4507000531_00060,33.73076923076923
4507000531_00070,33.73076923076923
4507000531_00080,33.73076923076923
4507000531_00090,33.73076923076923
4507000531_00100,33.73076923076923
4507000531_00110,33.73076923076923
4507000543_00010,1.0
4507000575_00010,1.1111111111111112
4507000613_00010,1.0
4507000678_00010,1.3333333333333333
4507000683_00060,2.973684210526316
4507000845_00010,5.381818181818182
4507000846_00010,36.333333333333336
4507000846_00020,36.333333333333336
4507000846_00030,36.333333333333336
4507000846_00040,36.333333333333336
4507000846_00060,36.333333333333336
4507000846_00080,36.333333333333336
4507000846_00090,36.333333333333336
4507000846_00100,36.333333333333336
4507000846_00110,36.333333333333336
4507000846_00120,36.333333333333336
4507000846_00130,36.333333333333336
4507000852_00010,5.393939393939394
4507000852_00020,5.393939393939394
4507000852_00030,5.393939393939394
4507000852_00040,5.393939393939394
4507000852_00050,5.393939393939394
4507000852_00060,5.393939393939394
4507000852_00070,5.393939393939394
4507000905_00130,6.127450980392157
4507000905_00140,6.443181818181818
4507000905_00150,6.431818181818182
4507000916_00070,9.407407407407407
4507000959_00010,5.151515151515151
4507000962_00010,2.391304347826087
4507001015_00010,45.34920634920635
4507001015_00020,45.34920634920635
4507001028_00010,6.540983606557377
4507001045_00010,3.3448275862068964
4507001098_00050,6.918918918918919
4507001098_00100,6.918918918918919
4507001098_00140,6.918918918918919
4507001121_00010,13.89795918367347
4507001121_00020,13.89795918367347
4507001121_00030,13.89795918367347
4507001121_00040,13.89795918367347
4507001121_00050,13.89795918367347
4507001121_00060,13.89795918367347
4507001121_00070,13.89795918367347
4507001121_00080,13.89795918367347
4507001121_00090,13.89795918367347
4507001242_00290,11.271428571428572
4507001242_00300,11.257142857142858
4507001454_00030,5.641025641025641
4507001456_00040,1.0833333333333333
4507001718_00180,31.27659574468085
4507002093_00050,6.023809523809524
4507002183_00060,6.8
4507002187_00020,5.230769230769231
4507002291_00020,1.2857142857142858
4507002387_00100,4.24
4507002387_00110,4.24
4507002387_00120,4.24
4507002395_00080,5.2
4507002728_00030,7.071428571428571
4507002743_00010,1.0
4507002747_00010,2.3043478260869565
4507002747_00020,2.3043478260869565
4507002748_00020,2.217391304347826
4507002749_00010,2.1739130434782608
4507002750_00010,20.944444444444443
4507002750_00020,20.944444444444443
4507002750_00030,20.944444444444443
4507002750_00040,20.944444444444443
4507002751_00010,65.79166666666667
4507002751_00020,65.79166666666667
4507002751_00030,65.79166666666667
4507002751_00040,65.79166666666667
4507002751_00050,65.79166666666667
4507002753_00010,65.79166666666667
4507002753_00020,65.79166666666667
4507002753_00030,65.79166666666667
4507002753_00050,65.79166666666667
4507002755_00010,11.266666666666667
4507002755_00020,11.266666666666667
4507002755_00030,11.266666666666667
4507002755_00040,11.266666666666667
4507002755_00050,11.266666666666667
4507002755_00060,11.266666666666667
4507002755_00070,11.266666666666667
4507002755_00080,11.266666666666667
4507002755_00090,11.266666666666667
4507002755_00100,11.266666666666667
4507002756_00010,14.424657534246576
4507002756_00020,14.424657534246576
4507002756_00030,14.424657534246576
4507002756_00040,14.424657534246576
4507002756_00050,14.424657534246576
4507002757_00010,2.857142857142857
4507002757_00020,2.857142857142857
4507002757_00030,2.857142857142857
4507002758_00010,29.46153846153846
4507002758_00020,29.46153846153846
4507002758_00030,29.46153846153846
4507002758_00040,29.46153846153846
4507002758_00050,29.46153846153846
4507002758_00060,29.46153846153846
4507002758_00070,29.46153846153846
4507002758_00080,29.46153846153846
4507002759_00010,2.5357142857142856
4507002762_00020,5.321428571428571
4507002762_00030,5.321428571428571
4507002763_00010,3.0588235294117645
4507002763_00020,3.0588235294117645
4507002763_00030,3.0588235294117645
4507002764_00010,12.333333333333334
4507002764_00020,12.333333333333334
4507002764_00030,12.333333333333334
4507002766_00010,14.518867924528301
4507002766_00020,14.518867924528301
4507002766_00030,14.518867924528301
4507002767_00010,5.571428571428571
4507002767_00020,5.571428571428571
4507002767_00030,5.571428571428571
4507002768_00010,9.68421052631579
4507002768_00020,9.68421052631579
4507002768_00030,9.68421052631579
4507002768_00040,9.68421052631579
4507002769_00010,26.35632183908046
4507002769_00020,26.35632183908046
4507002769_00030,26.35632183908046
4507002769_00040,26.35632183908046
4507002769_00050,26.35632183908046
4507002769_00060,26.35632183908046
4507002769_00070,26.35632183908046
4507002769_00080,26.35632183908046
4507002769_00130,26.35632183908046
4507002770_00020,3.4
4507002770_00030,3.4
4507002770_00040,3.4
4507002771_00010,39.25
4507002771_00020,39.25
4507002771_00030,39.25
4507002771_00040,39.25
4507002771_00050,39.25
4507002771_00070,39.25
4507002771_00080,39.25
4507002771_00090,39.25
4507002771_00100,39.25
4507002771_00110,39.25
4507002771_00120,39.25
